index,HomePlanet_entire,HomePlanet_died,HomePlanet_rate,index.1,CryoSleep_entire,CryoSleep_died,CryoSleep_rate,index.2,Cabin_entire,Cabin_died,Cabin_rate,index.3,Cabin_num_entire,Cabin_num_died,Cabin_num_rate,index.4,Cabin_port_entire,Cabin_port_died,Cabin_port_rate,index.5,Destination_entire,Destination_died,Destination_rate,index.6,Age_entire,Age_died,Age_rate,index.7,VIP_entire,VIP_died,VIP_rate,index.8,RoomService_entire,RoomService_died,RoomService_rate,index.9,FoodCourt_entire,FoodCourt_died,FoodCourt_rate,index.10,ShoppingMall_entire,ShoppingMall_died,ShoppingMall_rate,index.11,Spa_entire,Spa_died,Spa_rate,index,VRDeck_entire,VRDeck_died,VRDeck_rate
,,,,,,,,,,,,228,7,5,71.43,,,,,,,,,,,,,,,,,269.0,3.0,2.0,66.67,265.0,2.0,2.0,100.0,252.0,1.0,1.0,100.0,274.0,4.0,4.0,100.0,260,3,2,66.67
,,,,,,,,,,,,229,15,7,46.67,,,,,,,,,,,,,,,,,270.0,4.0,3.0,75.0,266.0,4.0,2.0,50.0,253.0,1.0,1.0,100.0,275.0,1.0,1.0,100.0,261,2,1,50.0
,,,,,,,,,,,,230,20,5,25.0,,,,,,,,,,,,,,,,,272.0,2.0,2.0,100.0,267.0,2.0,1.0,50.0,254.0,1.0,1.0,100.0,277.0,4.0,4.0,100.0,262,3,1,33.33
,,,,,,,,,,,,231,7,4,57.14,,,,,,,,,,,,,,,,,274.0,2.0,2.0,100.0,268.0,3.0,2.0,66.67,255.0,1.0,1.0,100.0,278.0,2.0,2.0,100.0,263,1,1,100.0
,,,,,,,,,,,,232,9,4,44.44,,,,,,,,,,,,,,,,,278.0,1.0,1.0,100.0,269.0,2.0,2.0,100.0,256.0,1.0,1.0,100.0,279.0,2.0,2.0,100.0,264,2,2,100.0
,,,,,,,,,,,,233,15,10,66.67,,,,,,,,,,,,,,,,,279.0,2.0,1.0,50.0,270.0,1.0,1.0,100.0,257.0,6.0,4.0,66.67,280.0,6.0,5.0,83.33,266,2,1,50.0
,,,,,,,,,,,,234,7,4,57.14,,,,,,,,,,,,,,,,,280.0,1.0,1.0,100.0,271.0,2.0,1.0,50.0,258.0,1.0,1.0,100.0,283.0,4.0,3.0,75.0,267,2,1,50.0
,,,,,,,,,,,,235,11,4,36.36,,,,,,,,,,,,,,,,,281.0,1.0,1.0,100.0,275.0,3.0,3.0,100.0,259.0,1.0,1.0,100.0,285.0,2.0,2.0,100.0,270,2,1,50.0
,,,,,,,,,,,,236,8,1,12.5,,,,,,,,,,,,,,,,,282.0,1.0,1.0,100.0,279.0,3.0,1.0,33.33,260.0,3.0,3.0,100.0,286.0,2.0,1.0,50.0,274,1,1,100.0
,,,,,,,,,,,,237,13,5,38.46,,,,,,,,,,,,,,,,,285.0,2.0,2.0,100.0,280.0,4.0,3.0,75.0,262.0,2.0,2.0,100.0,287.0,3.0,2.0,66.67,275,3,3,100.0
,,,,,,,,,,,,238,15,9,60.0,,,,,,,,,,,,,,,,,286.0,4.0,1.0,25.0,281.0,4.0,3.0,75.0,263.0,1.0,1.0,100.0,289.0,2.0,2.0,100.0,276,2,1,50.0
,,,,,,,,,,,,239,11,5,45.45,,,,,,,,,,,,,,,,,287.0,1.0,1.0,100.0,283.0,1.0,1.0,100.0,264.0,1.0,1.0,100.0,290.0,1.0,1.0,100.0,277,1,1,100.0
,,,,,,,,,,,,240,13,8,61.54,,,,,,,,,,,,,,,,,288.0,1.0,1.0,100.0,284.0,2.0,2.0,100.0,265.0,3.0,3.0,100.0,291.0,3.0,1.0,33.33,281,3,2,66.67
,,,,,,,,,,,,241,9,5,55.56,,,,,,,,,,,,,,,,,289.0,2.0,1.0,50.0,286.0,2.0,2.0,100.0,266.0,1.0,1.0,100.0,292.0,2.0,2.0,100.0,283,4,3,75.0
,,,,,,,,,,,,242,9,3,33.33,,,,,,,,,,,,,,,,,292.0,1.0,1.0,100.0,287.0,8.0,7.0,87.5,267.0,4.0,4.0,100.0,293.0,1.0,1.0,100.0,284,2,2,100.0
,,,,,,,,,,,,243,7,4,57.14,,,,,,,,,,,,,,,,,293.0,2.0,2.0,100.0,288.0,1.0,1.0,100.0,269.0,2.0,1.0,50.0,294.0,1.0,1.0,100.0,287,2,2,100.0
,,,,,,,,,,,,244,8,4,50.0,,,,,,,,,,,,,,,,,294.0,2.0,1.0,50.0,290.0,1.0,1.0,100.0,270.0,2.0,1.0,50.0,295.0,3.0,2.0,66.67,289,2,2,100.0
,,,,,,,,,,,,245,11,2,18.18,,,,,,,,,,,,,,,,,295.0,1.0,1.0,100.0,292.0,2.0,2.0,100.0,271.0,2.0,1.0,50.0,297.0,4.0,3.0,75.0,290,2,2,100.0
,,,,,,,,,,,,246,13,10,76.92,,,,,,,,,,,,,,,,,300.0,2.0,1.0,50.0,293.0,4.0,3.0,75.0,272.0,2.0,1.0,50.0,298.0,3.0,3.0,100.0,293,4,2,50.0
,,,,,,,,,,,,247,16,4,25.0,,,,,,,,,,,,,,,,,301.0,3.0,2.0,66.67,296.0,1.0,1.0,100.0,273.0,3.0,2.0,66.67,299.0,3.0,3.0,100.0,297,1,1,100.0
,,,,,,,,,,,,248,8,3,37.5,,,,,,,,,,,,,,,,,304.0,2.0,2.0,100.0,297.0,3.0,3.0,100.0,274.0,1.0,1.0,100.0,300.0,2.0,2.0,100.0,299,2,2,100.0
,,,,,,,,,,,,249,10,1,10.0,,,,,,,,,,,,,,,,,305.0,3.0,1.0,33.33,298.0,1.0,1.0,100.0,276.0,2.0,2.0,100.0,301.0,2.0,2.0,100.0,303,1,1,100.0
,,,,,,,,,,,,250,12,3,25.0,,,,,,,,,,,,,,,,,309.0,4.0,2.0,50.0,299.0,1.0,1.0,100.0,278.0,1.0,1.0,100.0,302.0,1.0,1.0,100.0,305,2,2,100.0
,,,,,,,,,,,,251,10,5,50.0,,,,,,,,,,,,,,,,,310.0,1.0,1.0,100.0,300.0,1.0,1.0,100.0,279.0,1.0,1.0,100.0,304.0,7.0,6.0,85.71,307,2,2,100.0
,,,,,,,,,,,,252,11,4,36.36,,,,,,,,,,,,,,,,,311.0,3.0,3.0,100.0,302.0,3.0,3.0,100.0,280.0,4.0,4.0,100.0,305.0,2.0,1.0,50.0,308,3,1,33.33
,,,,,,,,,,,,253,12,5,41.67,,,,,,,,,,,,,,,,,312.0,2.0,2.0,100.0,303.0,2.0,2.0,100.0,284.0,1.0,1.0,100.0,306.0,1.0,1.0,100.0,309,3,3,100.0
,,,,,,,,,,,,254,9,5,55.56,,,,,,,,,,,,,,,,,313.0,3.0,3.0,100.0,304.0,1.0,1.0,100.0,285.0,4.0,4.0,100.0,307.0,2.0,2.0,100.0,311,2,1,50.0
,,,,,,,,,,,,255,13,5,38.46,,,,,,,,,,,,,,,,,314.0,1.0,1.0,100.0,305.0,1.0,1.0,100.0,287.0,2.0,2.0,100.0,308.0,2.0,2.0,100.0,312,4,3,75.0
,,,,,,,,,,,,256,7,2,28.57,,,,,,,,,,,,,,,,,319.0,2.0,1.0,50.0,306.0,3.0,3.0,100.0,288.0,2.0,1.0,50.0,310.0,3.0,3.0,100.0,314,1,1,100.0
,,,,,,,,,,,,257,9,6,66.67,,,,,,,,,,,,,,,,,320.0,2.0,2.0,100.0,307.0,2.0,2.0,100.0,289.0,2.0,1.0,50.0,312.0,2.0,2.0,100.0,317,1,1,100.0
,,,,,,,,,,,,258,16,6,37.5,,,,,,,,,,,,,,,,,324.0,6.0,5.0,83.33,310.0,1.0,1.0,100.0,290.0,1.0,1.0,100.0,315.0,1.0,1.0,100.0,318,2,2,100.0
,,,,,,,,,,,,259,13,6,46.15,,,,,,,,,,,,,,,,,325.0,2.0,2.0,100.0,311.0,1.0,1.0,100.0,291.0,4.0,3.0,75.0,316.0,2.0,2.0,100.0,319,4,4,100.0
,,,,,,,,,,,,260,14,8,57.14,,,,,,,,,,,,,,,,,326.0,1.0,1.0,100.0,312.0,1.0,1.0,100.0,292.0,3.0,2.0,66.67,317.0,1.0,1.0,100.0,320,2,1,50.0
,,,,,,,,,,,,261,9,5,55.56,,,,,,,,,,,,,,,,,327.0,1.0,1.0,100.0,313.0,3.0,3.0,100.0,295.0,3.0,3.0,100.0,318.0,7.0,5.0,71.43,321,3,2,66.67
,,,,,,,,,,,,262,14,4,28.57,,,,,,,,,,,,,,,,,328.0,3.0,2.0,66.67,314.0,3.0,3.0,100.0,296.0,1.0,1.0,100.0,320.0,3.0,2.0,66.67,323,3,2,66.67
,,,,,,,,,,,,263,10,4,40.0,,,,,,,,,,,,,,,,,330.0,3.0,2.0,66.67,316.0,4.0,3.0,75.0,297.0,3.0,3.0,100.0,321.0,2.0,2.0,100.0,324,1,1,100.0
,,,,,,,,,,,,264,11,5,45.45,,,,,,,,,,,,,,,,,332.0,3.0,2.0,66.67,317.0,3.0,2.0,66.67,298.0,3.0,3.0,100.0,323.0,2.0,1.0,50.0,326,1,1,100.0
,,,,,,,,,,,,265,12,4,33.33,,,,,,,,,,,,,,,,,335.0,1.0,1.0,100.0,318.0,2.0,2.0,100.0,299.0,2.0,1.0,50.0,324.0,4.0,4.0,100.0,328,2,1,50.0
,,,,,,,,,,,,266,10,5,50.0,,,,,,,,,,,,,,,,,338.0,2.0,1.0,50.0,319.0,1.0,1.0,100.0,301.0,5.0,5.0,100.0,325.0,2.0,2.0,100.0,329,4,3,75.0
,,,,,,,,,,,,267,11,5,45.45,,,,,,,,,,,,,,,,,341.0,2.0,1.0,50.0,320.0,1.0,1.0,100.0,302.0,1.0,1.0,100.0,327.0,2.0,1.0,50.0,330,3,2,66.67
,,,,,,,,,,,,268,10,6,60.0,,,,,,,,,,,,,,,,,345.0,3.0,2.0,66.67,321.0,2.0,2.0,100.0,305.0,2.0,2.0,100.0,328.0,2.0,2.0,100.0,332,1,1,100.0
,,,,,,,,,,,,269,19,9,47.37,,,,,,,,,,,,,,,,,348.0,3.0,3.0,100.0,323.0,2.0,2.0,100.0,307.0,3.0,2.0,66.67,329.0,1.0,1.0,100.0,333,3,2,66.67
,,,,,,,,,,,,270,14,8,57.14,,,,,,,,,,,,,,,,,350.0,1.0,1.0,100.0,325.0,1.0,1.0,100.0,308.0,1.0,1.0,100.0,330.0,1.0,1.0,100.0,334,3,2,66.67
,,,,,,,,,,,,271,8,2,25.0,,,,,,,,,,,,,,,,,352.0,1.0,1.0,100.0,326.0,2.0,1.0,50.0,309.0,1.0,1.0,100.0,332.0,1.0,1.0,100.0,335,2,2,100.0
,,,,,,,,,,,,272,12,6,50.0,,,,,,,,,,,,,,,,,354.0,4.0,3.0,75.0,329.0,2.0,2.0,100.0,310.0,6.0,3.0,50.0,334.0,3.0,3.0,100.0,336,3,2,66.67
,,,,,,,,,,,,273,7,4,57.14,,,,,,,,,,,,,,,,,355.0,3.0,2.0,66.67,331.0,1.0,1.0,100.0,311.0,3.0,2.0,66.67,335.0,2.0,2.0,100.0,337,5,3,60.0
,,,,,,,,,,,,274,8,6,75.0,,,,,,,,,,,,,,,,,356.0,2.0,2.0,100.0,333.0,1.0,1.0,100.0,313.0,1.0,1.0,100.0,337.0,1.0,1.0,100.0,340,2,2,100.0
,,,,,,,,,,,,275,10,4,40.0,,,,,,,,,,,,,,,,,357.0,2.0,2.0,100.0,334.0,3.0,2.0,66.67,315.0,6.0,2.0,33.33,338.0,1.0,1.0,100.0,341,5,2,40.0
,,,,,,,,,,,,276,11,7,63.64,,,,,,,,,,,,,,,,,358.0,4.0,4.0,100.0,335.0,4.0,4.0,100.0,316.0,1.0,1.0,100.0,339.0,1.0,1.0,100.0,342,2,1,50.0
,,,,,,,,,,,,277,11,5,45.45,,,,,,,,,,,,,,,,,360.0,3.0,2.0,66.67,336.0,2.0,1.0,50.0,319.0,1.0,1.0,100.0,340.0,1.0,1.0,100.0,343,1,1,100.0
,,,,,,,,,,,,278,10,6,60.0,,,,,,,,,,,,,,,,,361.0,1.0,1.0,100.0,337.0,1.0,1.0,100.0,320.0,2.0,2.0,100.0,342.0,2.0,1.0,50.0,344,2,2,100.0
,,,,,,,,,,,,279,15,7,46.67,,,,,,,,,,,,,,,,,362.0,2.0,1.0,50.0,338.0,3.0,2.0,66.67,322.0,2.0,1.0,50.0,343.0,1.0,1.0,100.0,347,2,1,50.0
,,,,,,,,,,,,280,7,5,71.43,,,,,,,,,,,,,,,,,366.0,1.0,1.0,100.0,340.0,12.0,12.0,100.0,323.0,3.0,1.0,33.33,344.0,2.0,1.0,50.0,349,3,1,33.33
,,,,,,,,,,,,281,15,6,40.0,,,,,,,,,,,,,,,,,367.0,1.0,1.0,100.0,342.0,1.0,1.0,100.0,324.0,1.0,1.0,100.0,345.0,1.0,1.0,100.0,350,2,2,100.0
,,,,,,,,,,,,282,6,4,66.67,,,,,,,,,,,,,,,,,368.0,3.0,3.0,100.0,343.0,1.0,1.0,100.0,325.0,2.0,2.0,100.0,347.0,3.0,3.0,100.0,351,1,1,100.0
,,,,,,,,,,,,283,15,6,40.0,,,,,,,,,,,,,,,,,372.0,1.0,1.0,100.0,347.0,1.0,1.0,100.0,326.0,1.0,1.0,100.0,348.0,1.0,1.0,100.0,352,1,1,100.0
,,,,,,,,,,,,284,8,2,25.0,,,,,,,,,,,,,,,,,373.0,1.0,1.0,100.0,350.0,2.0,1.0,50.0,327.0,2.0,2.0,100.0,352.0,5.0,4.0,80.0,355,1,1,100.0
,,,,,,,,,,,,285,10,5,50.0,,,,,,,,,,,,,,,,,374.0,1.0,1.0,100.0,351.0,1.0,1.0,100.0,328.0,1.0,1.0,100.0,353.0,2.0,1.0,50.0,356,4,3,75.0
,,,,,,,,,,,,286,7,2,28.57,,,,,,,,,,,,,,,,,378.0,1.0,1.0,100.0,353.0,1.0,1.0,100.0,331.0,2.0,2.0,100.0,354.0,1.0,1.0,100.0,358,1,1,100.0
,,,,,,,,,,,,287,11,6,54.55,,,,,,,,,,,,,,,,,379.0,3.0,3.0,100.0,354.0,2.0,1.0,50.0,332.0,4.0,3.0,75.0,355.0,1.0,1.0,100.0,359,3,3,100.0
,,,,,,,,,,,,288,12,7,58.33,,,,,,,,,,,,,,,,,380.0,3.0,3.0,100.0,355.0,3.0,2.0,66.67,336.0,4.0,3.0,75.0,356.0,3.0,1.0,33.33,360,2,1,50.0
,,,,,,,,,,,,289,94,25,26.6,,,,,,,,,,,,,,,,,381.0,5.0,5.0,100.0,357.0,1.0,1.0,100.0,337.0,1.0,1.0,100.0,359.0,4.0,4.0,100.0,361,1,1,100.0
,,,,,,,,,,,,290,8,6,75.0,,,,,,,,,,,,,,,,,382.0,4.0,2.0,50.0,358.0,2.0,2.0,100.0,338.0,2.0,2.0,100.0,360.0,4.0,3.0,75.0,362,1,1,100.0
,,,,,,,,,,,,291,14,7,50.0,,,,,,,,,,,,,,,,,386.0,3.0,3.0,100.0,360.0,2.0,1.0,50.0,340.0,3.0,3.0,100.0,363.0,2.0,1.0,50.0,364,3,3,100.0
,,,,,,,,,,,,292,10,7,70.0,,,,,,,,,,,,,,,,,387.0,2.0,2.0,100.0,361.0,2.0,1.0,50.0,341.0,3.0,2.0,66.67,365.0,1.0,1.0,100.0,365,1,1,100.0
,,,,,,,,,,,,293,7,2,28.57,,,,,,,,,,,,,,,,,388.0,3.0,3.0,100.0,364.0,1.0,1.0,100.0,342.0,1.0,1.0,100.0,366.0,1.0,1.0,100.0,366,2,1,50.0
,,,,,,,,,,,,294,4,1,25.0,,,,,,,,,,,,,,,,,389.0,1.0,1.0,100.0,368.0,4.0,3.0,75.0,343.0,3.0,3.0,100.0,367.0,1.0,1.0,100.0,368,3,2,66.67
,,,,,,,,,,,,295,9,3,33.33,,,,,,,,,,,,,,,,,390.0,2.0,1.0,50.0,370.0,2.0,2.0,100.0,345.0,2.0,2.0,100.0,368.0,2.0,1.0,50.0,369,1,1,100.0
,,,,,,,,,,,,296,7,4,57.14,,,,,,,,,,,,,,,,,391.0,1.0,1.0,100.0,371.0,2.0,2.0,100.0,346.0,2.0,2.0,100.0,369.0,3.0,2.0,66.67,371,1,1,100.0
,,,,,,,,,,,,297,10,2,20.0,,,,,,,,,,,,,,,,,393.0,1.0,1.0,100.0,372.0,1.0,1.0,100.0,348.0,3.0,2.0,66.67,370.0,2.0,2.0,100.0,372,2,1,50.0
,,,,,,,,,,,,298,9,4,44.44,,,,,,,,,,,,,,,,,395.0,2.0,1.0,50.0,374.0,2.0,2.0,100.0,349.0,1.0,1.0,100.0,371.0,2.0,2.0,100.0,373,3,3,100.0
,,,,,,,,,,,,299,9,4,44.44,,,,,,,,,,,,,,,,,396.0,3.0,3.0,100.0,377.0,12.0,1.0,8.33,350.0,1.0,1.0,100.0,372.0,2.0,1.0,50.0,374,1,1,100.0
,,,,,,,,,,,,300,9,3,33.33,,,,,,,,,,,,,,,,,397.0,2.0,1.0,50.0,378.0,4.0,2.0,50.0,352.0,2.0,1.0,50.0,373.0,1.0,1.0,100.0,375,2,2,100.0
,,,,,,,,,,,,301,7,3,42.86,,,,,,,,,,,,,,,,,398.0,1.0,1.0,100.0,379.0,1.0,1.0,100.0,353.0,2.0,2.0,100.0,375.0,1.0,1.0,100.0,376,3,3,100.0
,,,,,,,,,,,,302,7,3,42.86,,,,,,,,,,,,,,,,,399.0,4.0,4.0,100.0,380.0,1.0,1.0,100.0,354.0,2.0,2.0,100.0,376.0,1.0,1.0,100.0,377,1,1,100.0
,,,,,,,,,,,,303,6,4,66.67,,,,,,,,,,,,,,,,,400.0,2.0,1.0,50.0,381.0,1.0,1.0,100.0,356.0,8.0,7.0,87.5,379.0,2.0,1.0,50.0,378,2,2,100.0
,,,,,,,,,,,,304,5,3,60.0,,,,,,,,,,,,,,,,,401.0,3.0,2.0,66.67,382.0,3.0,3.0,100.0,358.0,2.0,1.0,50.0,380.0,3.0,2.0,66.67,381,1,1,100.0
,,,,,,,,,,,,305,8,5,62.5,,,,,,,,,,,,,,,,,402.0,1.0,1.0,100.0,388.0,2.0,1.0,50.0,360.0,2.0,2.0,100.0,381.0,1.0,1.0,100.0,383,3,2,66.67
,,,,,,,,,,,,306,12,4,33.33,,,,,,,,,,,,,,,,,405.0,1.0,1.0,100.0,390.0,1.0,1.0,100.0,361.0,1.0,1.0,100.0,382.0,1.0,1.0,100.0,384,3,2,66.67
,,,,,,,,,,,,307,8,6,75.0,,,,,,,,,,,,,,,,,406.0,5.0,4.0,80.0,394.0,1.0,1.0,100.0,362.0,2.0,2.0,100.0,387.0,1.0,1.0,100.0,387,4,2,50.0
,,,,,,,,,,,,308,15,6,40.0,,,,,,,,,,,,,,,,,410.0,2.0,1.0,50.0,395.0,4.0,4.0,100.0,363.0,4.0,3.0,75.0,388.0,1.0,1.0,100.0,388,5,4,80.0
,,,,,,,,,,,,309,12,9,75.0,,,,,,,,,,,,,,,,,412.0,5.0,4.0,80.0,396.0,2.0,2.0,100.0,364.0,2.0,1.0,50.0,391.0,2.0,1.0,50.0,390,1,1,100.0
,,,,,,,,,,,,310,8,3,37.5,,,,,,,,,,,,,,,,,413.0,1.0,1.0,100.0,397.0,3.0,2.0,66.67,366.0,2.0,1.0,50.0,393.0,3.0,1.0,33.33,391,1,1,100.0
,,,,,,,,,,,,311,13,7,53.85,,,,,,,,,,,,,,,,,414.0,3.0,3.0,100.0,398.0,2.0,2.0,100.0,367.0,1.0,1.0,100.0,394.0,3.0,2.0,66.67,393,1,1,100.0
,,,,,,,,,,,,312,9,2,22.22,,,,,,,,,,,,,,,,,415.0,2.0,2.0,100.0,400.0,2.0,1.0,50.0,371.0,1.0,1.0,100.0,396.0,1.0,1.0,100.0,394,3,2,66.67
,,,,,,,,,,,,313,5,4,80.0,,,,,,,,,,,,,,,,,416.0,1.0,1.0,100.0,402.0,2.0,1.0,50.0,372.0,2.0,1.0,50.0,397.0,1.0,1.0,100.0,397,4,2,50.0
,,,,,,,,,,,,314,5,4,80.0,,,,,,,,,,,,,,,,,418.0,3.0,3.0,100.0,403.0,1.0,1.0,100.0,373.0,1.0,1.0,100.0,401.0,3.0,2.0,66.67,398,2,1,50.0
,,,,,,,,,,,,315,9,3,33.33,,,,,,,,,,,,,,,,,419.0,1.0,1.0,100.0,409.0,1.0,1.0,100.0,374.0,1.0,1.0,100.0,404.0,1.0,1.0,100.0,400,2,1,50.0
,,,,,,,,,,,,316,6,4,66.67,,,,,,,,,,,,,,,,,420.0,1.0,1.0,100.0,410.0,2.0,2.0,100.0,375.0,2.0,1.0,50.0,407.0,2.0,1.0,50.0,401,3,1,33.33
,,,,,,,,,,,,317,11,7,63.64,,,,,,,,,,,,,,,,,423.0,2.0,2.0,100.0,412.0,4.0,3.0,75.0,377.0,3.0,1.0,33.33,409.0,2.0,1.0,50.0,402,3,1,33.33
,,,,,,,,,,,,318,5,2,40.0,,,,,,,,,,,,,,,,,424.0,1.0,1.0,100.0,414.0,1.0,1.0,100.0,378.0,2.0,2.0,100.0,410.0,1.0,1.0,100.0,403,1,1,100.0
,,,,,,,,,,,,319,11,3,27.27,,,,,,,,,,,,,,,,,425.0,1.0,1.0,100.0,415.0,2.0,2.0,100.0,379.0,2.0,2.0,100.0,412.0,1.0,1.0,100.0,404,3,2,66.67
,,,,,,,,,,,,320,4,3,75.0,,,,,,,,,,,,,,,,,426.0,4.0,4.0,100.0,416.0,2.0,2.0,100.0,380.0,2.0,1.0,50.0,414.0,2.0,1.0,50.0,408,1,1,100.0
,,,,,,,,,,,,321,7,6,85.71,,,,,,,,,,,,,,,,,428.0,1.0,1.0,100.0,418.0,2.0,2.0,100.0,381.0,4.0,2.0,50.0,416.0,1.0,1.0,100.0,409,1,1,100.0
,,,,,,,,,,,,322,5,1,20.0,,,,,,,,,,,,,,,,,430.0,1.0,1.0,100.0,419.0,2.0,2.0,100.0,384.0,2.0,1.0,50.0,417.0,2.0,2.0,100.0,411,1,1,100.0
,,,,,,,,,,,,323,10,3,30.0,,,,,,,,,,,,,,,,,431.0,1.0,1.0,100.0,420.0,3.0,2.0,66.67,386.0,1.0,1.0,100.0,419.0,3.0,2.0,66.67,416,1,1,100.0
,,,,,,,,,,,,324,9,5,55.56,,,,,,,,,,,,,,,,,432.0,2.0,2.0,100.0,421.0,2.0,2.0,100.0,387.0,4.0,3.0,75.0,423.0,1.0,1.0,100.0,418,2,2,100.0
,,,,,,,,,,,,325,7,4,57.14,,,,,,,,,,,,,,,,,433.0,3.0,3.0,100.0,422.0,1.0,1.0,100.0,388.0,3.0,1.0,33.33,424.0,3.0,3.0,100.0,419,1,1,100.0
,,,,,,,,,,,,326,9,3,33.33,,,,,,,,,,,,,,,,,434.0,2.0,2.0,100.0,425.0,1.0,1.0,100.0,392.0,2.0,2.0,100.0,425.0,3.0,2.0,66.67,421,4,3,75.0
,,,,,,,,,,,,327,6,5,83.33,,,,,,,,,,,,,,,,,435.0,2.0,1.0,50.0,427.0,2.0,1.0,50.0,394.0,2.0,2.0,100.0,429.0,1.0,1.0,100.0,423,3,3,100.0
,,,,,,,,,,,,328,4,4,100.0,,,,,,,,,,,,,,,,,437.0,4.0,4.0,100.0,428.0,1.0,1.0,100.0,395.0,1.0,1.0,100.0,430.0,1.0,1.0,100.0,424,1,1,100.0
,,,,,,,,,,,,329,8,1,12.5,,,,,,,,,,,,,,,,,438.0,1.0,1.0,100.0,429.0,1.0,1.0,100.0,396.0,1.0,1.0,100.0,432.0,1.0,1.0,100.0,426,1,1,100.0
,,,,,,,,,,,,330,12,6,50.0,,,,,,,,,,,,,,,,,439.0,3.0,2.0,66.67,431.0,1.0,1.0,100.0,397.0,2.0,2.0,100.0,433.0,1.0,1.0,100.0,427,4,4,100.0
,,,,,,,,,,,,331,9,4,44.44,,,,,,,,,,,,,,,,,440.0,1.0,1.0,100.0,432.0,1.0,1.0,100.0,398.0,1.0,1.0,100.0,434.0,2.0,1.0,50.0,428,3,3,100.0
,,,,,,,,,,,,332,3,2,66.67,,,,,,,,,,,,,,,,,441.0,1.0,1.0,100.0,433.0,2.0,1.0,50.0,400.0,2.0,2.0,100.0,435.0,3.0,2.0,66.67,431,1,1,100.0
,,,,,,,,,,,,333,5,1,20.0,,,,,,,,,,,,,,,,,443.0,2.0,2.0,100.0,435.0,1.0,1.0,100.0,401.0,1.0,1.0,100.0,436.0,4.0,2.0,50.0,432,1,1,100.0
,,,,,,,,,,,,334,7,3,42.86,,,,,,,,,,,,,,,,,444.0,2.0,2.0,100.0,436.0,1.0,1.0,100.0,402.0,2.0,2.0,100.0,437.0,1.0,1.0,100.0,433,1,1,100.0
,,,,,,,,,,,,335,6,5,83.33,,,,,,,,,,,,,,,,,448.0,1.0,1.0,100.0,437.0,1.0,1.0,100.0,404.0,3.0,1.0,33.33,439.0,2.0,2.0,100.0,434,1,1,100.0
,,,,,,,,,,,,336,8,3,37.5,,,,,,,,,,,,,,,,,451.0,1.0,1.0,100.0,439.0,2.0,2.0,100.0,407.0,1.0,1.0,100.0,440.0,1.0,1.0,100.0,435,1,1,100.0
,,,,,,,,,,,,337,5,2,40.0,,,,,,,,,,,,,,,,,452.0,1.0,1.0,100.0,440.0,2.0,2.0,100.0,408.0,3.0,2.0,66.67,441.0,2.0,2.0,100.0,436,2,1,50.0
,,,,,,,,,,,,338,7,4,57.14,,,,,,,,,,,,,,,,,453.0,1.0,1.0,100.0,442.0,3.0,2.0,66.67,409.0,2.0,2.0,100.0,442.0,2.0,1.0,50.0,437,2,2,100.0
,,,,,,,,,,,,339,10,6,60.0,,,,,,,,,,,,,,,,,454.0,3.0,3.0,100.0,444.0,2.0,2.0,100.0,410.0,1.0,1.0,100.0,443.0,1.0,1.0,100.0,438,2,1,50.0
,,,,,,,,,,,,340,8,4,50.0,,,,,,,,,,,,,,,,,455.0,1.0,1.0,100.0,445.0,1.0,1.0,100.0,414.0,4.0,3.0,75.0,445.0,3.0,1.0,33.33,440,2,1,50.0
,,,,,,,,,,,,341,6,4,66.67,,,,,,,,,,,,,,,,,456.0,2.0,1.0,50.0,447.0,1.0,1.0,100.0,415.0,2.0,1.0,50.0,446.0,1.0,1.0,100.0,441,1,1,100.0
,,,,,,,,,,,,342,9,5,55.56,,,,,,,,,,,,,,,,,457.0,4.0,4.0,100.0,449.0,1.0,1.0,100.0,416.0,1.0,1.0,100.0,447.0,1.0,1.0,100.0,442,1,1,100.0
,,,,,,,,,,,,343,6,4,66.67,,,,,,,,,,,,,,,,,458.0,2.0,1.0,50.0,450.0,1.0,1.0,100.0,418.0,2.0,2.0,100.0,448.0,1.0,1.0,100.0,443,2,1,50.0
,,,,,,,,,,,,344,5,4,80.0,,,,,,,,,,,,,,,,,459.0,1.0,1.0,100.0,453.0,2.0,2.0,100.0,419.0,1.0,1.0,100.0,449.0,1.0,1.0,100.0,444,2,2,100.0
,,,,,,,,,,,,345,1,1,100.0,,,,,,,,,,,,,,,,,460.0,3.0,3.0,100.0,454.0,2.0,1.0,50.0,421.0,1.0,1.0,100.0,450.0,2.0,1.0,50.0,445,3,1,33.33
,,,,,,,,,,,,346,3,3,100.0,,,,,,,,,,,,,,,,,462.0,1.0,1.0,100.0,455.0,13.0,13.0,100.0,422.0,3.0,2.0,66.67,453.0,2.0,2.0,100.0,446,1,1,100.0
,,,,,,,,,,,,347,6,4,66.67,,,,,,,,,,,,,,,,,463.0,1.0,1.0,100.0,456.0,2.0,1.0,50.0,424.0,3.0,3.0,100.0,454.0,2.0,2.0,100.0,448,2,2,100.0
,,,,,,,,,,,,348,4,2,50.0,,,,,,,,,,,,,,,,,467.0,2.0,2.0,100.0,465.0,2.0,1.0,50.0,425.0,1.0,1.0,100.0,458.0,2.0,2.0,100.0,451,1,1,100.0
